EVTOPT_a_PDPAnti.210;There are more important matters than the Church.;;;;;;;;;;;;;x
EVTOPT_b_PDPAnti.210;Fight with the Antipope!;;;;;;;;;;;;;x
EVTOPT_c_PDPAnti.210;Stand up for the Pope in Rome!;;;;;;;;;;;;;x
CB_NAME_PDP_DEPOSE_ANTIPOPE;Antipapal war against [Title.GetFullBaseName];;;;;;;;;;;;;x
WAR_NAME_PDP_DEPOSE_ANTIPOPE;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ War for the Authority of the Papacy;;;;;;;;;;;;;x
CB_NAME_PDP_DEPOSE_POPE;War for Papacy;;;;;;;;;;;;;x
WAR_NAME_PDP_DEPOSE_POPE;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ War for the Papacy;;;;;;;;;;;;;x
PDP_mend_schism;Mend the Schism;;;;;;;;;;;;;x
PDP_mend_schism_desc;Mend the Schism and turn the orthodox faith into a catholic heresy.;;;;;;;;;;;;;x
PDP_control_all_pentarchs;The Catholic Church must control all pentarchies.;;;;;;;;;;;;;x
EVTDESCPDPSchism.1;With the city back under control, the Patriarchate of Antioch has been properly restored for the Catholic Church. It was originally founded by Saint Peter the Apostle, who is regarded as the first Pope by the Western Catholic Church.;;;;;;;;;;;;;x
EVTOPT_a_PDPSchism.1;God be praised!;;;;;;;;;;;;;x
EVTDESCPDPSchism.2;With the city back under control, the Patriarchate of Jerusalem has been properly restored for the Catholic Church. It was originally founded by Saint James the Just, who was made head of the Church in Jerusalem soon after the death of Jesus.;;;;;;;;;;;;;x
EVTDESCPDPSchism.3;With the city back under control, the Patriarchate of Alexandria has been properly restored for the Catholic Church. It was originally founded by Saint Mark the Evangelist, who became Alexandria's first patriarch.;;;;;;;;;;;;;x
EVTNAMEPDPSchism.100;The Great Schism is mended...;;;;;;;;;;;;;x
EVTNAMEPDPSchism.101;The Great Schism is mended...;;;;;;;;;;;;;x
EVTDESCPDPSchism.100;At last the Great Schism between the Western Catholic Church and the Eastern Orthodox Church has been mended. With the spread of Catholicism and the reclamation of the Christian heartlands, the Orthodox faith now holds little sway over the people of Europe. The Ecumenical Patriarch therefore agreed that putting away the differences and uniting under the Pope is best for Christendom, especially given the current situation of the world. There will be those who still cling to it, but they will be few in number and the Papacy can once more claim universal rule over all of Christendom.;;;;;;;;;;;;;x
EVTDESCPDPSchism.101;At last the Great Schism between the Western Catholic Church and the Eastern Orthodox Church has been mended. With the spread of Catholicism and the reclamation of the Christian heartlands, the Orthodox faith now holds little sway over the people of Europe. The Ecumenical Patriarch therefore agreed that putting away the differences and uniting under the Pope is best for Christendom, especially given the current situation of the world. There will be those who still cling to it, but they will be few in number and the Papacy can once more claim universal rule over all of Christendom.;;;;;;;;;;;;;x
EVTOPT_a_PDPSchism.100;The World will remember me as a Saint.;;;;;;;;;;;;;x
EVTOPT_a_PDPSchism.101;If that's the way the wind is blowing....;;;;;;;;;;;;;x
EVTOPT_b_PDPSchism.101;I will never give up my faith!.;;;;;;;;;;;;;x
EVTOPT_c_PDPSchism.101;Good to be a Catholic.;;;;;;;;;;;;;x
EVTOPT_d_PDPSchism.101;Interesting...;;;;;;;;;;;;;x
PDP_not_already_converting;Not already converting.;;;;;;;;;;;;;x
PDP_convert_province_decision;Convert Province;;;;;;;;;;;;;x
PDP_convert_province_decision_desc;Begin to convert this province to the catholic faith. Enabled due to the current church policy.;;;;;;;;;;;;;x
EVTDESCPDP.9991_a;The conversion of [FROM.GetName] is not going well. I believe that we need more missionaries, but they have to be paid...;;;;;;;;;;;;;x
EVTDESCPDP.9991_b;The conversion of [FROM.GetName] is not going well. I believe that we could convince the people by decorating the local church with expensive ornaments.;;;;;;;;;;;;;x
EVTDESCPDP.9991_c;The conversion of [FROM.GetName] is not going well and I think its due to the local priests starving, since I do not pay them very well. It might be necessary to increase their wage.;;;;;;;;;;;;;x
EVTDESCPDP.9991_d;The conversion of [FROM.GetName] is not going well. But are there problems that cannot be solved with money?;;;;;;;;;;;;;x
EVTOPT_a_PDP.9991;Oh, God, it has to be done.;;;;;;;;;;;;;x
EVTOPT_b_PDP.9991;Let them believe whatever they want.;;;;;;;;;;;;;x
EVTDESCPDP.9992;Converting [FROM.GetName] has proven to be more difficult than I initially thought. The only people we converted is a bunch of rather militant highway robbers, though I'm not really sure what made them believe in God. Now they offered to help and spread the faith.;;;;;;;;;;;;;x
EVTOPT_a_PDP.9992;Great idea!;;;;;;;;;;;;;x
EVTOPT_b_PDP.9992;Let these folks just believe whatever they want.;;;;;;;;;;;;;x
EVTDESCPDP.9993;The efforts to convert [FROM.GetName] to the catholic faith have not been fruitful. I suspect it's due to the incompetent local priests. Maybe I should take care of the task myself?;;;;;;;;;;;;;x
EVTOPT_a_PDP.9993;Who else, if not me?;;;;;;;;;;;;;x
EVTOPT_b_PDP.9993;Let these folks just believe whatever they want.;;;;;;;;;;;;;x
EVTDESCPDP.99910;Finally, the province of [FROM.GetName] , [Root.GetName] has been converted and its people are now fellow catholics.;;;;;;;;;;;;;x
EVTOPT_a_PDP.99910;A good day for God.;;;;;;;;;;;;;x
PDP_currently_converted;Under Conversion;;;;;;;;;;;;;x
PDP_currently_converted_desc;This province currently gets converted to the Catholic Faith.;;;;;;;;;;;;;x
PDP_restore_elective_investiture;Fix my Succession Laws;;;;;;;;;;;;;x
PDP_restore_elective_investiture_desc;DEBUG DECISION:\nSome of my titles do not follow the Elective Investiture Succession. Since I have the Playable Theocracy Government, that should be changed.;;;;;;;;;;;;;x
job_inquisitor;Inquisitor;;;;;;;;;;;;;x
desc_job_inquisitor;The Inquisitor is only available to the Pope and - if the Inquisition policy is active - the cardinals. A good Inquisitor should have high intrigue and learning.;;;;;;;;;;;;;x
job_inquisitor_2;Inquisitor;;;;;;;;;;;;;x
desc_job_inquisitor_2;This additional Inquisitor is only available to the Pope if the Inquisition policy is active. A good Inquisitor should have high intrigue and learning.;;;;;;;;;;;;;x
action_global_inquisition;Lead the Inquisition;;;;;;;;;;;;;x
action_global_inquisition_desc;Send your court chaplain to find heretics in that province and report them to you. \n The Inquisition policy makes this action more likely to be successful. Also, when this policy is active, cardinals are allowed to use this interaction as well. However, they cannot perform it in the lands of the papacy.\n Higher chance of success when your chaplain is good at intrigue.\n The mapmode highlights your own lands (green) as well as provinces under church control (light blue) and those that are owned by the cardinals (white).;;;;;;;;;;;;;x
TT_landed_dynast_inherited_change;This dynasty used to be the rulers of a theocracy but lost control of it.;;;;;;;;;;;;;x
succ_playable_catholic_bishopric;Succession: Elective Investiture;;;;;;;;;;;;;x
succ_playable_catholic_bishopric_desc;If the title has Free Investiture, the lieges vote dominates. Otherwise the Pope has more influence. Making someone Bishop Coadjutor helps him to get more votes. Keep in mind that you can try to bribe your liege and religious head. This will grant bonus score for your candidate. Check out the detailed elector panel to see who is voting for which reasons. Electors that owe you a favour will be more likely to vote for your candidate as well. Another way to get a higher chance for you character is to spend church influence (up to 4 times, increasing cost) in the church interface. \nIn case they are still not voting for your relative, somebody might have to... go to heaven a bit sooner than expected. \nAlso the difficulty (game rule) plays some part (up to +150). You can change it with save game editing, if you need to. \nOnly adult males can be elected.;;;;;;;;;;;;;x
